enrollment_date,mode,YearOfBirth,Dose,n_points,b_original,C,ka,kb,tau,rms_error,note,error,C_init,ka_init,delta_k_init,tau_init,s_min,s_max,s_mean,logh_min,logh_max,logh_mean
2021_30,slope7_success,1950,0,143,-0.002694250985740162,-7.131111045200046,-0.008733089769852367,9.89520243756807,141234.55239062003,0.18926026770857649,,,,,,,0.0,142.0,71.0,-7.953849942052961,-6.660991704169185,-7.514726776696023
2021_30,slope7_success,1950,1,143,-0.0006028892200907762,-7.615763218765547,-0.02262099211149898,-0.0005910175292997075,14.761855072195289,0.26800775587512377,,,,,,,0.0,142.0,71.0,-8.834943643224557,-7.092906105242487,-7.948210359060924
2021_30,slope7_success,1960,0,143,-0.0018936046826391515,-8.333436053910884,-0.006162840505027809,0.7080979289311865,15344.230970607829,0.18402234904450565,,,,,,,0.0,142.0,71.0,-9.149255339191763,-7.8907541574414015,-8.614374631057505
2021_30,slope7_success,1970,0,143,-0.0016017220618244452,-9.494237350260537,-0.004158053895218432,0.9296699067790065,30657.030021765444,0.18820594093536597,,,,,,,0.0,142.0,71.0,-10.14867186623696,-9.098134610465745,-9.686850423292293
2021_30,slope7_success,1980,1,131,-0.004592818916981845,-11.157526835299489,-0.0016319822182018601,-0.0007961297401755452,0.0010000118089363535,0.5524274837257968,,,,,,,0.0,142.0,71.62595419847328,-12.077949459301452,-10.130998694749785,-11.214551214654843
2021_30,slope7_success,2000,0,141,-0.003023282882306047,-11.9176938015449,-4.1848478070669275,3.8976112598732016e-05,0.10555542506626561,0.5719609611123725,,,,,,,0.0,142.0,70.56737588652483,-13.526739893208257,-11.22397191785864,-12.353547762601597
2022_06,slope7_success,1920,0,115,-0.0054877949953814125,-4.663039711617152,-0.009182801270654215,1.3152717633992164,18955.55941272678,0.24654354404091902,,,,,,,0.0,114.0,57.0,-5.961970815233248,-4.43141531712075,-5.034683066886635
2022_06,slope7_success,1920,2,115,-0.002257173437952522,-4.422231887632431,-0.09270059941523645,-0.0013495070759637906,5.501102382027867,0.3007143911129973,,,,,,,0.0,114.0,57.0,-5.886658790451088,-4.24674507312982,-4.975395473719223
2022_06,slope7_success,1930,0,115,-0.0026918333603900614,-5.018609473240161,-0.11992333936545133,-0.0012874346780675089,5.279664079342511,0.17838954226417666,,,,,,,0.0,114.0,57.0,-6.187628886180661,-5.114649042085434,-5.686785607669953
2022_06,slope7_success,1930,1,113,-0.005799652278535387,-5.046097909984743,-0.06155975526094095,-0.0024692698868564386,7.4611009219106705,0.5433244213549575,,,,,,,0.0,114.0,56.80530973451327,-7.32448994313689,-4.614350430364047,-5.596146043511318
2022_06,slope7_success,1930,2,115,-0.002094852353152407,-5.258881919107161,-0.07417852421854697,-0.0013635549159412008,6.353977666823454,0.16127087374794122,,,,,,,0.0,114.0,57.0,-6.364524014433995,-5.290511154917892,-5.771642089409555
2022_06,slope7_success,1940,0,115,-0.0030954022604916375,-5.950339458410677,-0.1173408832755003,-0.0014574384849532773,5.8916018857473915,0.15444568830438318,,,,,,,0.0,114.0,57.0,-7.09756078092152,-5.9949859591780195,-6.6781226046277204
2022_06,slope7_success,1940,1,115,-0.003019044328891488,-5.173976788894672,-0.25375575011401585,-0.0014227852799881813,4.937945808249084,0.45358178038301683,,,,,,,0.0,114.0,57.0,-8.150179262737149,-5.044968848592673,-6.4419801754206185
2022_06,slope7_success,1940,2,115,-0.0026020652954778676,-6.195613586359319,-0.11304996591364115,-0.0010549940680500552,5.1389142924441895,0.14472502181432872,,,,,,,0.0,114.0,57.0,-7.190861276294199,-6.1979055086839985,-6.802979022588381
2022_06,slope7_success,1950,0,115,-0.002478235527641663,-6.9828425526045,-0.09380432207981942,-0.0014989401122493112,6.108610419587455,0.13797805746701514,,,,,,,0.0,114.0,57.0,-7.972312053325931,-7.014069219918437,-7.599670194689865
2022_06,slope7_success,1950,1,110,-0.0020804388218380676,-6.384083275101404,-0.23042686839212087,-0.0016995672851802812,3.473224353457416,0.423331604451466,,,,,,,0.0,113.0,55.345454545454544,-8.665785592989906,-6.37331954690281,-7.243700102355121
2022_06,slope7_success,1950,2,115,-0.002058744744462696,-7.470360761810776,-0.044973885561627715,-0.001223959828418282,7.109992622242961,0.13723972447140914,,,,,,,0.0,114.0,57.0,-8.266871122222435,-7.393838396281659,-7.830572307373819
2022_06,slope7_success,1960,0,115,-0.0025184182895900747,-8.355233505256852,-0.06063674820519208,-0.0018474571817075763,3.806108278865704,0.17102998471168032,,,,,,,0.0,114.0,57.0,-9.291655346189078,-8.162223452663993,-8.675876057541693
2022_06,slope7_success,1960,1,101,-0.004227700637017383,-7.727523085904852,-0.023679399498243846,0.0019171992735736061,28.50331695680345,0.5211655023494735,,,,,,,0.0,114.0,56.65346534653465,-9.028098810782042,-7.229113833971422,-8.165910649183743
2022_06,slope7_success,1970,0,115,-0.0021397041101471302,-9.50452599942632,-0.025865323375810195,-0.0011101537656233035,7.209712254122131,0.1962014768740028,,,,,,,0.0,114.0,57.0,-10.29908508817921,-9.272787765188276,-9.734299171954042
2022_06,slope7_success,1970,1,87,-0.010250215844282387,-8.206877833841617,-0.11643957390936677,-0.0017969004560743074,6.2770695507463845,0.4631618858446528,,,,,,,0.0,114.0,56.32183908045977,-9.527702598087053,-7.917463480483171,-8.980214983380694
2022_06,slope7_success,1980,0,115,-0.001104923313220671,-10.578798853566058,-0.001146201043836803,-0.001146193166330752,0.001000000092448877,0.32028195658580344,,,,,,,0.0,114.0,57.0,-11.43124892330391,-9.82158094196324,-10.644131864044834
2022_06,slope7_success,2000,0,104,-0.004307859614926893,-11.36495024138066,-0.7154843298272031,-0.0005242156047229329,0.9923776305224679,0.5388549848450602,,,,,,,0.0,114.0,55.59615384615385,-12.978636183769003,-11.032672923140572,-12.092861391051473
