country,wave,r2_fit,fit_tier,week_start,week_end,n_weekly_observations,n_week_intervals,span_calendar_days,slope_ols_deaths_per_million_per_week,slope_secant_delta_over_n_minus_1,delta_cumulative
India,3,0.9942285388672545,primary,2021-05-02,2021-06-20,8,7,49,17.492119047619052,17.154857142857146,120.08400000000003
Indonesia,1,0.9929681987067572,primary,2021-07-11,2021-08-29,8,7,49,35.71315476190476,33.53757142857143,234.763
Iran,1,0.9910959408702544,fallback≥0.99,2020-03-29,2020-04-26,5,4,28,8.763,8.748999999999999,34.995999999999995
Iran,2,0.9933040209507482,primary,2020-06-28,2020-09-06,11,10,70,13.826718181818183,13.169599999999999,131.696
Iran,3,0.9921434196877578,primary,2020-10-04,2020-12-20,12,11,77,29.421220279720284,27.11509090909091,298.266
Iran,4,0.9943904094866105,primary,2021-04-11,2021-05-23,7,6,42,27.312214285714294,26.341000000000008,158.04600000000005
Iran,5,0.9968248717521129,primary,2021-05-30,2021-07-04,6,5,35,10.74974285714286,10.9154,54.577
Iran,6,0.9923911940227049,primary,2021-08-08,2021-09-26,8,7,49,42.37758333333335,40.849285714285735,285.94500000000016
Iraq,1,0.9937832354578489,primary,2020-06-28,2020-11-08,20,19,133,11.447475939849625,11.492315789473684,218.354
Iraq,2,0.9962474934497899,primary,2021-08-01,2021-09-19,8,7,49,10.305666666666665,10.107142857142858,70.75
Ireland,1,0.9933166821836884,primary,2020-04-05,2020-05-03,5,4,28,55.8903,54.403,217.612
Ireland,2,0.9951758972943553,primary,2021-01-10,2021-02-14,6,5,35,74.71599999999998,71.54579999999999,357.7289999999999
Ireland,3,0.998132852926126,primary,2021-09-19,2022-04-03,29,28,196,12.151067980295565,11.545964285714287,323.28700000000003
Israel,1,0.9904122278403151,fallback≥0.99,2020-04-05,2020-04-26,4,3,21,5.767100000000001,5.639,16.917
Israel,2,0.9947897105033511,primary,2020-09-13,2020-11-01,8,7,49,23.629940476190473,22.346999999999998,156.42899999999997
Israel,3,0.9928605704157483,primary,2020-12-27,2021-02-21,9,8,56,34.235416666666666,31.912,255.296
Israel,4,0.99433681471045,primary,2021-08-15,2021-10-03,8,7,49,18.46814285714285,18.094142857142856,126.65899999999999
Israel,5,0.9937614822861446,primary,2022-01-23,2022-02-20,5,4,28,41.90849999999997,40.39799999999997,161.59199999999987
Italy,1,0.9936445237599798,primary,2020-03-15,2020-04-26,7,6,42,72.53078571428571,69.72883333333333,418.373
Italy,2,0.9930468318303675,primary,2020-11-01,2021-02-07,15,14,98,65.48523928571429,62.76157142857142,878.6619999999999
Italy,3,0.9960440460708458,primary,2021-03-14,2021-05-02,8,7,49,47.18405952380952,45.89128571428572,321.23900000000003
Italy,4,0.9959583472917721,primary,2022-01-09,2022-02-27,8,7,49,38.72135714285713,37.22428571428567,260.5699999999997
Jamaica,1,0.9924324757405147,primary,2021-03-07,2021-07-18,20,19,133,13.118651879699248,13.106210526315792,249.01800000000003
Jamaica,2,0.9928491895524171,primary,2021-08-15,2021-10-31,12,11,77,30.24273076923077,30.226727272727274,332.494
Jamaica,3,0.9927977672421135,primary,2022-01-30,2022-02-27,5,4,28,14.9341,15.145499999999998,60.581999999999994
Japan,1,0.9930960010924519,primary,2020-12-20,2021-03-14,13,12,84,4.085950549450549,3.791416666666666,45.49699999999999
Japan,2,0.996549514505327,primary,2021-03-21,2021-04-18,5,4,28,1.5768000000000015,1.620000000000001,6.480000000000004
Japan,3,0.993544985941654,primary,2021-04-25,2021-06-20,9,8,56,4.803333333333332,4.51,36.08
Japan,4,0.9942086377454901,primary,2021-08-29,2021-09-26,5,4,28,3.1378000000000013,3.072250000000004,12.289000000000016
Jersey,1,0.9935244725276976,primary,2022-02-06,2022-03-13,6,5,35,24.01822857142856,23.189999999999987,115.94999999999993
Jordan,1,0.9954712183730132,primary,2020-10-25,2020-12-13,8,7,49,37.30515476190476,35.47228571428571,248.30599999999998
Jordan,2,0.9941453739989237,primary,2021-03-07,2021-04-25,8,7,49,49.20440476190476,46.48842857142857,325.419
Jordan,3,0.9944355000266247,primary,2021-11-21,2021-12-26,6,5,35,19.643514285714282,19.491200000000003,97.45600000000002
Jordan,4,0.99283856032091,primary,2022-01-02,2022-03-13,11,10,70,11.665418181818183,11.326999999999998,113.26999999999998
Kazakhstan,1,0.9930131186352188,primary,2021-07-18,2021-09-26,11,10,70,40.749981818181816,38.218900000000005,382.189
Kenya,1,0.991477382009905,fallback≥0.99,2020-11-01,2020-11-29,5,4,28,2.1399999999999997,2.069,8.276
Kenya,2,0.9927817692649461,primary,2021-03-28,2021-07-11,16,15,105,2.0279029411764706,1.9870000000000005,29.805000000000007
Kenya,3,0.9970493552290529,primary,2021-08-01,2021-08-29,5,4,28,3.4577000000000013,3.5157500000000006,14.063000000000002
Kenya,4,0.9931340760524106,primary,2021-09-05,2021-09-26,4,3,21,1.9021000000000015,1.953666666666668,5.861000000000004
Kosovo,1,0.9938445674997617,primary,2020-07-19,2020-09-06,8,7,49,37.50317857142858,35.424285714285716,247.97000000000003
Kosovo,2,0.9946203004691144,primary,2020-11-08,2020-12-27,8,7,49,48.9647738095238,46.65028571428571,326.55199999999996
Kosovo,3,0.9993490633457145,primary,2021-01-31,2021-02-28,5,4,28,14.9596,14.98875000000001,59.95500000000004
Kosovo,4,0.9933412556252159,primary,2021-03-07,2021-05-09,10,9,63,38.925951515151525,36.413,327.717
Kosovo,5,0.9927587400523387,primary,2021-08-22,2021-09-19,5,4,28,87.19690000000003,83.52975000000004,334.11900000000014
Kuwait,1,0.9975573808732268,primary,2021-02-28,2021-05-30,14,13,91,12.069052747252748,11.49776923076923,149.47099999999998
Kuwait,2,0.9958060097574484,primary,2021-06-27,2021-07-25,5,4,28,20.176499999999997,19.61,78.44
Kyrgyzstan,1,0.992291797442152,primary,2021-07-11,2021-08-15,6,5,35,10.005942857142855,9.718399999999999,48.592
Laos,1,0.996171931907716,primary,2021-10-24,2021-11-14,4,3,21,2.0903,2.0726666666666667,6.218
Laos,2,0.9926275383625457,primary,2021-11-28,2022-01-23,9,8,56,6.215516666666667,6.068875,48.551
Laos,3,0.9962540433445293,primary,2022-02-20,2022-03-13,4,3,21,1.296500000000003,1.3230000000000028,3.9690000000000083
Latvia,1,0.9957533568635055,primary,2020-04-26,2020-05-31,6,5,35,1.2606,1.2757999999999998,6.379
Latvia,2,0.9936231054816462,primary,2020-12-06,2021-03-07,14,13,91,67.28738461538461,63.385000000000005,824.0050000000001
Latvia,3,0.9985687399338791,primary,2021-04-04,2021-05-09,6,5,35,31.56271428571429,31.152600000000028,155.76300000000015
Latvia,4,0.9930334318629745,primary,2021-10-10,2021-11-28,8,7,49,117.90471428571428,110.04442857142855,770.3109999999999
Latvia,5,0.9978076768141486,primary,2021-12-05,2022-01-02,5,4,28,40.24340000000002,40.53575000000001,162.14300000000003
Latvia,6,0.9929929998171442,primary,2022-01-09,2022-04-03,13,12,84,55.61226373626373,50.81358333333333,609.7629999999999
Lebanon,1,0.9978506994447632,primary,2020-09-27,2020-10-25,5,4,28,9.800699999999999,9.6615,38.646
Lebanon,2,0.9930822248177605,primary,2020-12-27,2021-05-02,19,18,126,60.80055438596491,57.28188888888889,1031.074
Lebanon,3,0.9945068128050883,primary,2021-09-12,2021-10-17,6,5,35,8.475200000000015,8.286200000000008,41.43100000000004
Lebanon,4,0.9943448425127578,primary,2021-11-21,2022-03-20,18,17,119,17.950869969040248,16.46594117647058,279.9209999999998
Lesotho,1,0.9917586701019746,fallback≥0.99,2020-07-12,2020-08-02,4,3,21,1.7937,1.75,5.25
Lesotho,2,0.995804299162979,primary,2021-09-05,2021-10-03,5,4,28,20.5152,20.121500000000005,80.48600000000002
Liberia,1,0.9955553195174257,primary,2021-06-20,2021-07-11,4,3,21,6.2528999999999995,6.265333333333333,18.796
Libya,1,0.9950249992973558,primary,2020-09-13,2021-05-09,35,34,238,11.251151260504201,11.02970588235294,375.01
Libya,2,0.9921349898391336,primary,2021-08-15,2021-12-12,18,17,119,13.512851393188853,13.606999999999998,231.31899999999996
Libya,3,0.9960986448387246,primary,2022-01-09,2022-03-06,9,8,56,9.09263333333333,8.825000000000003,70.60000000000002
Lithuania,1,0.9959942775393419,primary,2020-05-10,2020-05-31,4,3,21,2.094500000000001,2.130000000000001,6.390000000000002
Lithuania,2,0.9937528669951137,primary,2020-11-22,2021-01-31,11,10,70,91.06654545454545,84.5959,845.9590000000001
Lithuania,3,0.994896933931334,primary,2021-04-11,2021-06-06,9,8,56,28.281433333333336,27.29037500000001,218.3230000000001
Lithuania,4,0.9927936730670559,primary,2021-09-19,2021-10-24,6,5,35,60.64359999999999,59.9944,299.972
Lithuania,5,0.9921160850882789,primary,2021-11-07,2022-04-03,22,21,147,45.70465104460758,45.84538095238096,962.7530000000002
Low-income countries,1,0.9981289528511476,primary,2021-07-04,2021-08-08,6,5,35,1.3620571428571426,1.3481999999999998,6.741
Lower-middle-income countries,1,0.9930996969857288,primary,2021-05-09,2021-06-20,7,6,42,9.767678571428572,9.7055,58.233000000000004
Luxembourg,1,0.9941562412157742,primary,2020-11-15,2020-12-27,7,6,42,32.63578571428571,31.888666666666666,191.332
Luxembourg,2,0.9975567075426586,primary,2021-01-24,2021-02-21,5,4,28,21.42919999999999,21.046499999999995,84.18599999999998
Luxembourg,3,0.9959413285277967,primary,2022-01-16,2022-02-13,5,4,28,27.55170000000003,26.786250000000024,107.1450000000001
Madagascar,1,0.9926217962096949,primary,2021-04-04,2021-05-30,9,8,56,1.6367,1.564625,12.517
Madagascar,2,0.9931747245364329,primary,2022-01-09,2022-02-06,5,4,28,1.5936000000000008,1.5607500000000005,6.243000000000002
Malaysia,1,0.9962590265725768,primary,2021-01-17,2021-02-28,7,6,42,2.6363214285714287,2.5316666666666667,15.190000000000001
Malaysia,2,0.9976277679866443,primary,2021-05-30,2021-06-27,5,4,28,15.736900000000002,15.960250000000002,63.84100000000001
Malaysia,3,0.9938750023229328,primary,2021-08-01,2021-10-03,10,9,63,58.820418181818184,56.039888888888896,504.35900000000004
Maldives,1,0.9918367346938776,fallback≥0.99,2020-11-01,2020-11-22,4,3,21,5.151599999999999,5.087999999999998,15.263999999999996
Maldives,2,0.9903278780585315,fallback≥0.99,2021-01-24,2021-03-07,7,6,42,4.360928571428571,4.133833333333333,24.802999999999997
Malta,1,0.9943658404260172,primary,2020-10-25,2021-01-03,11,10,70,36.17814545454546,33.8891,338.89099999999996
Malta,2,0.994090280767185,primary,2021-01-24,2021-04-11,12,11,77,26.909192307692305,25.644818181818177,282.09299999999996
Malta,3,0.999999999553616,primary,2021-08-22,2021-09-19,5,4,28,9.466200000000004,9.466250000000002,37.86500000000001
Malta,4,0.9971748520707863,primary,2022-01-09,2022-02-13,6,5,35,38.35179999999999,38.243599999999994,191.21799999999996
Martinique,1,0.9931988373590351,primary,2022-01-16,2022-02-13,5,4,28,35.769500000000015,37.20024999999998,148.80099999999993
Mauritius,1,0.9902494574244414,fallback≥0.99,2021-11-21,2021-12-19,5,4,28,74.13019999999999,73.26825,293.073
Mayotte,1,0.9931059219950995,primary,2020-05-17,2020-06-28,7,6,42,10.412142857142856,10.373166666666668,62.239000000000004
Mexico,1,0.9929981690914219,primary,2020-05-03,2020-10-11,24,23,161,34.633234782608696,32.1205652173913,738.773
Mexico,2,0.9929547822487139,primary,2020-12-13,2021-02-28,12,11,77,59.53146853146853,55.152,606.672
Mexico,3,0.992924520052563,primary,2021-07-18,2021-10-03,12,11,77,34.825975524475524,32.084909090909086,352.93399999999997
Mexico,4,0.9928869671117146,primary,2022-01-23,2022-02-20,5,4,28,26.127399999999987,25.65274999999997,102.61099999999988
Moldova,1,0.997753311023593,primary,2020-04-26,2020-06-07,7,6,42,13.604392857142857,13.3225,79.935
Moldova,2,0.9978311624351567,primary,2020-06-14,2020-08-23,11,10,70,17.62570909090909,17.7304,177.304
Moldova,3,0.9959369092875506,primary,2020-08-30,2020-09-27,5,4,28,23.552700000000005,23.766500000000008,95.06600000000003
Moldova,4,0.994626606535389,primary,2020-11-01,2021-02-07,15,14,98,47.61770714285715,44.78407142857143,626.977
Moldova,5,0.9926964784360044,primary,2021-02-14,2021-03-28,7,6,42,67.04685714285715,66.72183333333335,400.33100000000013
Moldova,6,0.9954351582712132,primary,2021-04-11,2021-05-09,5,4,28,53.519899999999986,52.714,210.856
Moldova,7,0.9926702893904467,primary,2021-10-17,2021-12-05,8,7,49,100.13763095238095,94.26742857142855,659.8719999999998
Moldova,8,0.9952425494660095,primary,2022-01-30,2022-02-27,5,4,28,49.046400000000084,47.533250000000066,190.13300000000027
Mongolia,1,0.9931367435799147,primary,2021-05-30,2021-07-25,9,8,56,16.912716666666668,16.05875,128.47
Mongolia,2,0.9939491947393851,primary,2021-08-29,2021-11-21,13,12,84,27.493489010989013,25.59541666666667,307.14500000000004
Montenegro,1,0.9964887986799469,primary,2020-09-13,2020-10-11,5,4,28,33.677800000000005,33.3525,133.41
Montenegro,2,0.9923824521400023,primary,2020-11-22,2021-01-03,7,6,42,70.0747142857143,68.06033333333335,408.3620000000001
Montenegro,3,0.9925137199347174,primary,2021-01-10,2021-05-16,19,18,126,86.08237719298246,78.09322222222224,1405.6780000000003
Montenegro,4,0.992266746646557,primary,2021-08-15,2022-01-09,22,21,147,64.23435798983625,59.73204761904762,1254.373
Morocco,1,0.9931208877870817,primary,2020-10-25,2020-12-27,10,9,63,12.167472727272727,11.754333333333332,105.78899999999999
Morocco,2,0.9946226979298082,primary,2021-08-15,2021-09-12,5,4,28,17.2144,17.11125,68.445
Mozambique,1,0.9969010885127261,primary,2021-01-24,2021-02-21,5,4,28,2.2721000000000005,2.22,8.88
Mozambique,2,0.993767961638999,primary,2021-07-18,2021-08-15,5,4,28,4.773899999999999,4.654499999999999,18.617999999999995
Myanmar,1,0.9932387417849707,primary,2020-10-04,2021-01-24,17,16,112,3.130936274509804,3.1286875,50.059
Myanmar,2,0.9918593567140248,fallback≥0.99,2021-07-18,2021-08-15,5,4,28,39.42,38.4275,153.71
Myanmar,3,0.9943486247663454,primary,2021-08-22,2021-09-19,5,4,28,12.54729999999999,12.551999999999992,50.20799999999997
Namibia,1,0.9964073771329343,primary,2020-08-09,2020-09-20,7,6,42,6.241464285714287,6.286833333333334,37.721000000000004
Nepal,1,0.99294580518705,primary,2020-09-20,2020-12-20,14,13,91,6.195439560439561,5.671769230769231,73.733
Nepal,2,0.9935303672236042,primary,2020-12-27,2021-01-24,5,4,28,1.8004999999999995,1.8004999999999995,7.201999999999998
Netherlands,1,0.9903755062772962,fallback≥0.99,2020-03-29,2020-04-26,5,4,28,53.38340000000001,53.28275,213.131
Netherlands,2,0.99338508978636,primary,2020-10-18,2021-03-14,22,21,147,26.201522868435916,24.52176190476191,514.9570000000001
Netherlands,3,0.9972359976730528,primary,2021-11-14,2021-12-19,6,5,35,21.951428571428597,21.279600000000027,106.39800000000014
New Caledonia,1,0.991364792753949,fallback≥0.99,2021-09-19,2021-10-17,5,4,28,193.29149999999998,190.6795,762.718
Nicaragua,1,0.9984881367761638,primary,2020-05-31,2020-08-02,10,9,63,1.3263939393939392,1.3372222222222223,12.035
North America,1,0.9936410289431622,primary,2020-04-12,2020-10-18,28,27,189,19.832488779419815,19.975814814814814,539.347
North America,2,0.9926841604949351,primary,2020-11-22,2021-03-14,17,16,112,45.09396078431373,41.24631250000001,659.9410000000001
North America,3,0.9946797598658123,primary,2021-05-02,2021-06-06,6,5,35,9.519942857142853,9.488999999999987,47.444999999999936
North America,4,0.9930182415376503,primary,2021-08-01,2021-11-14,16,15,105,26.61196470588235,24.74146666666667,371.12200000000007
North America,5,0.9936688259785326,primary,2022-01-02,2022-03-06,10,9,63,33.111921212121224,30.86933333333334,277.82400000000007
North Macedonia,1,0.9923868098376811,primary,2020-05-31,2020-08-09,11,10,70,23.252909090909093,21.6276,216.276
North Macedonia,2,0.9953365687350545,primary,2020-08-30,2020-10-11,7,6,42,18.49528571428571,18.022999999999996,108.13799999999998
North Macedonia,3,0.9926137839048881,primary,2020-10-25,2021-01-03,11,10,70,120.57253636363639,111.39880000000001,1113.988
North Macedonia,4,0.9926033403965437,primary,2021-03-07,2021-05-02,9,8,56,134.94636666666668,126.81787500000002,1014.5430000000001
North Macedonia,5,0.9943374683285096,primary,2021-08-15,2021-09-26,7,6,42,109.20582142857143,106.14583333333333,636.875
North Macedonia,6,0.9993555592946023,primary,2021-10-03,2021-10-31,5,4,28,51.13500000000003,51.21650000000011,204.86600000000044
North Macedonia,7,0.9959372000889342,primary,2021-11-07,2021-12-19,7,6,42,49.935285714285655,49.54066666666662,297.2439999999997
North Macedonia,8,0.9922906884262576,primary,2022-01-16,2022-02-27,7,6,42,85.80042857142858,81.33033333333333,487.98199999999997
Norway,1,0.9951705795636339,primary,2021-11-21,2021-12-19,5,4,28,10.610800000000001,10.35425,41.417
Oceania,1,0.9954050988695459,primary,2020-08-09,2020-08-30,4,3,21,2.6369000000000007,2.6413333333333338,7.924000000000001
Oman,1,0.9980433382592478,primary,2020-07-12,2020-11-22,20,19,133,12.542132330827068,12.428473684210525,236.141
Oman,2,0.9984349636366677,primary,2021-04-11,2021-06-06,9,8,56,21.9686,21.431250000000006,171.45000000000005
Oman,3,0.9956080855562892,primary,2021-06-13,2021-07-25,7,6,42,53.047892857142855,50.80799999999999,304.84799999999996
Pakistan,1,0.9942972114705461,primary,2020-06-07,2020-07-12,6,5,35,2.672771428571428,2.6163999999999996,13.081999999999997
Pakistan,2,0.9933284284249119,primary,2020-11-29,2021-04-11,20,19,133,1.4915977443609019,1.5953684210526318,30.312000000000005
Pakistan,3,0.9949581795796967,primary,2021-04-18,2021-05-23,6,5,35,3.3599428571428556,3.3507999999999982,16.75399999999999
Pakistan,4,0.996087818279251,primary,2021-08-08,2021-09-26,8,7,49,2.2515595238095236,2.1848571428571426,15.293999999999997
Palestine,1,0.9942647831353246,primary,2020-11-22,2021-01-24,10,9,63,28.146939393939395,26.242222222222225,236.18
Palestine,2,0.9944917201889114,primary,2021-02-28,2021-05-16,12,11,77,26.312398601398595,24.932363636363633,274.256
Palestine,3,0.9967984012485479,primary,2021-09-12,2021-10-17,6,5,35,19.45765714285714,19.1884,95.94200000000001
Palestine,4,0.9943266982629525,primary,2022-02-06,2022-03-06,5,4,28,20.375900000000012,20.02725000000001,80.10900000000004
Panama,1,0.9923763112396168,primary,2020-06-21,2020-09-06,12,11,77,35.10903846153846,32.597545454545454,358.573
Panama,2,0.9971351467795718,primary,2020-09-13,2020-11-01,8,7,49,17.783749999999994,17.789142857142856,124.524
Panama,3,0.9937703245972916,primary,2020-12-06,2021-02-14,11,10,70,59.69410909090909,55.46759999999999,554.6759999999999
Panama,4,0.9928353280360442,primary,2021-06-27,2021-09-19,13,12,84,12.889818681318685,12.573499999999987,150.88199999999983
Panama,5,0.9921751694593344,primary,2022-01-23,2022-02-20,5,4,28,24.95020000000004,24.20025000000004,96.80100000000016
Papua New Guinea,1,0.991466586231121,fallback≥0.99,2021-10-17,2021-11-14,5,4,28,3.2539000000000002,3.11175,12.447
Paraguay,1,0.9923885339706873,primary,2020-08-30,2020-11-29,14,13,91,17.048406593406593,16.384923076923076,213.004
Paraguay,2,0.9995835425939872,primary,2020-12-06,2021-02-07,10,9,63,16.068484848484847,16.073888888888884,144.66499999999996
Paraguay,3,0.9928962489127736,primary,2021-04-11,2021-08-01,17,16,112,102.38816176470587,94.584875,1513.358
Paraguay,4,0.9952584540382532,primary,2022-01-23,2022-02-27,6,5,35,42.7866285714286,41.35820000000003,206.79100000000017
Peru,1,0.9943215127018931,primary,2020-04-19,2020-10-04,25,24,168,111.81362076923077,101.15004166666665,2427.6009999999997
Peru,2,0.9943672610867957,primary,2021-01-10,2021-06-20,24,23,161,136.4408608695652,123.52991304347825,2841.1879999999996
Peru,3,0.9974312565438482,primary,2021-12-19,2022-01-16,5,4,28,8.636200000000098,8.8275000000001,35.3100000000004
Peru,4,0.9929436704475632,primary,2022-01-23,2022-03-06,7,6,42,35.954857142857136,34.85633333333332,209.13799999999992
Philippines,1,0.998548361872255,primary,2021-08-15,2021-12-12,18,17,119,10.219138286893704,10.292176470588235,174.96699999999998
Poland,1,0.9937218237656252,primary,2020-11-29,2021-04-11,20,19,133,51.68801729323309,56.722,1077.718
Poland,2,0.9989951927349706,primary,2021-11-28,2022-01-02,6,5,35,75.69851428571428,75.80420000000004,379.0210000000002
Poland,3,0.9928952026181952,primary,2022-01-09,2022-03-13,10,9,63,39.11350303030305,39.647222222222254,356.8250000000003
Portugal,1,0.9994116478815156,primary,2020-11-22,2021-01-03,7,6,42,52.208285714285715,51.837999999999994,311.02799999999996
Portugal,2,0.9916925687675043,fallback≥0.99,2021-01-10,2021-02-14,6,5,35,151.18311428571428,142.88079999999997,714.4039999999999
Portugal,3,0.9975798050120932,primary,2021-12-05,2022-01-02,5,4,28,10.809099999999967,10.89549999999997,43.58199999999988
Portugal,4,0.9929481605433835,primary,2022-01-09,2022-03-06,9,8,56,26.70460000000001,25.067000000000007,200.53600000000006
Puerto Rico,1,0.9958123147934481,primary,2020-03-29,2020-05-03,6,5,35,6.1532857142857145,5.985799999999999,29.929
Puerto Rico,2,0.9931360540267516,primary,2020-05-10,2020-06-07,5,4,28,2.0672999999999995,2.0054999999999996,8.021999999999998
Puerto Rico,3,0.9957846684660364,primary,2020-08-02,2020-11-01,14,13,91,15.044351648351649,14.834153846153846,192.844
Puerto Rico,4,0.9941789984734556,primary,2020-11-08,2021-01-17,11,10,70,29.08222727272727,27.522599999999994,275.22599999999994
Puerto Rico,5,0.9969321230673645,primary,2021-04-18,2021-05-23,6,5,35,16.29142857142859,16.044600000000013,80.22300000000007
Puerto Rico,6,0.9939389330721695,primary,2021-08-15,2021-09-26,7,6,42,24.58478571428572,24.11833333333334,144.71000000000004
Qatar,1,0.9927823880043464,primary,2020-05-31,2020-07-19,8,7,49,6.074916666666667,5.828,40.796
Qatar,2,0.9981155752071499,primary,2020-07-26,2020-08-16,4,3,21,3.180600000000002,3.226666666666669,9.680000000000007
Reunion,1,0.9935232004568438,primary,2021-05-16,2021-09-26,20,19,133,12.124396240601504,11.715473684210526,222.594
Reunion,2,0.99305256526491,primary,2022-01-09,2022-03-13,10,9,63,36.15327878787878,33.27433333333333,299.469
Romania,1,0.9996852515683833,primary,2020-08-02,2020-10-04,10,9,63,15.032648484848488,14.886888888888892,133.98200000000003
Romania,2,0.9922284683381253,primary,2020-10-11,2021-06-06,35,34,238,39.49413137254902,38.926117647058824,1323.488
Romania,3,0.9962190181858857,primary,2021-10-10,2021-11-21,7,6,42,141.2172142857143,135.9036666666667,815.4220000000003
Romania,4,0.995552385971523,primary,2022-01-30,2022-03-06,6,5,35,43.4503142857143,41.72860000000001,208.64300000000003
Russia,1,0.9958069996648603,primary,2020-10-18,2021-05-23,32,31,217,22.047329545454545,20.894193548387097,647.72
Russia,2,0.9923007194850574,primary,2021-05-30,2021-06-27,5,4,28,20.479399999999988,20.813249999999982,83.25299999999993
Russia,3,0.9933904908907535,primary,2021-07-04,2022-04-03,40,39,273,44.128925422138835,40.40887179487179,1575.946
Rwanda,1,0.9949635159491276,primary,2021-01-10,2021-02-14,6,5,35,1.7622285714285713,1.7288000000000001,8.644
Rwanda,2,0.9949707293766314,primary,2021-07-04,2021-08-29,9,8,56,5.602783333333334,5.576499999999999,44.611999999999995
Rwanda,3,0.9964510254209946,primary,2021-09-05,2021-10-03,5,4,28,3.018199999999999,3.003499999999999,12.013999999999996
Saint Lucia,1,0.9944760487137572,primary,2021-01-31,2021-03-28,9,8,56,33.18531666666667,31.460875,251.687
Saint Lucia,2,0.9924389502423963,primary,2021-10-10,2021-11-21,7,6,42,52.13507142857145,52.201666666666675,313.21000000000004
Saint Martin (French part),1,0.9999999999749473,primary,2022-01-16,2022-02-13,5,4,28,34.60449999999999,34.60449999999997,138.4179999999999
San Marino,1,0.9941493253134808,primary,2020-11-29,2021-01-10,7,6,42,98.41246428571428,97.7145,586.287
Saudi Arabia,1,0.9952781952399518,primary,2020-06-28,2020-07-26,5,4,28,9.24,9.26175,37.047
Senegal,1,0.9931402036566206,primary,2021-01-03,2021-04-04,14,13,91,3.006637362637362,2.8196153846153846,36.655
Senegal,2,0.9936922667783223,primary,2021-07-25,2021-08-29,6,5,35,5.5083142857142855,5.359399999999999,26.796999999999997
Serbia,1,0.9954025823505538,primary,2020-04-05,2020-05-10,6,5,35,5.149542857142857,4.977,24.885
Serbia,2,0.99313074745083,primary,2020-11-15,2021-01-17,10,9,63,48.17451515151516,44.845555555555556,403.61
Serbia,3,0.9922462552544541,primary,2021-03-07,2021-05-16,11,10,70,33.55934545454546,31.24620000000001,312.4620000000001
Serbia,4,0.992816108726188,primary,2021-09-05,2021-12-26,17,16,112,52.70540196078432,47.947937499999995,767.1669999999999
Serbia,5,0.9948766180665191,primary,2022-01-23,2022-03-06,7,6,42,55.95967857142855,53.15666666666664,318.9399999999998
Singapore,1,0.9992971328842197,primary,2021-10-17,2021-11-21,6,5,35,15.413771428571428,15.186200000000003,75.93100000000001
Singapore,2,0.9927151152743767,primary,2022-02-27,2022-03-27,5,4,28,10.584199999999996,10.575249999999997,42.30099999999999
Slovakia,1,0.9946760621439504,primary,2020-12-27,2021-05-09,20,19,133,103.81177067669172,98.5281052631579,1872.034
Slovakia,2,0.9921588018009213,primary,2021-11-14,2022-01-02,8,7,49,88.26784523809523,82.58428571428574,578.0900000000001
Slovakia,3,0.997942431731942,primary,2022-01-23,2022-02-20,5,4,28,26.89470000000001,27.269250000000056,109.07700000000023
Slovakia,4,0.9938728553589651,primary,2022-02-27,2022-03-27,5,4,28,37.58319999999994,37.31824999999992,149.27299999999968
Slovenia,1,0.9941937676266787,primary,2020-11-15,2021-01-03,8,7,49,154.09221428571428,149.4602857142857,1046.222
Slovenia,2,0.9908082095011012,fallback≥0.99,2021-01-10,2021-02-07,5,4,28,76.9656,76.351,305.404
Slovenia,3,0.9961021785350982,primary,2021-03-28,2021-05-09,7,6,42,22.99642857142854,22.771333333333285,136.6279999999997
Slovenia,4,0.9974448561433312,primary,2021-09-19,2021-10-24,6,5,35,22.246857142857152,22.314400000000024,111.57200000000012
Slovenia,5,0.9961305386016136,primary,2021-10-31,2021-12-19,8,7,49,60.502250000000004,57.812000000000026,404.6840000000002
Slovenia,6,0.9951832293332872,primary,2022-01-23,2022-03-06,7,6,42,74.15607142857145,70.599,423.59400000000005
Somalia,1,0.9947891960679698,primary,2021-02-28,2021-04-25,9,8,56,3.3301833333333337,3.216,25.728
Somalia,2,0.992621410927028,primary,2021-08-08,2021-09-26,8,7,49,2.099190476190477,2.0544285714285713,14.381
Somalia,3,0.9901413340618234,fallback≥0.99,2021-10-03,2021-10-24,4,3,21,1.792000000000001,1.8163333333333351,5.449000000000005
South Africa,1,0.9922651888172531,primary,2020-07-05,2020-08-30,9,8,56,23.48068333333333,21.952749999999998,175.62199999999999
South Africa,2,0.9928393155321013,primary,2020-12-20,2021-02-07,8,7,49,52.83822619047619,49.56157142857143,346.93100000000004
South Africa,3,0.9933891917774791,primary,2021-06-27,2021-09-19,13,12,84,36.97788461538462,35.18583333333333,422.2299999999999
South Africa,4,0.9957750616552092,primary,2022-01-09,2022-02-13,6,5,35,14.441228571428583,14.79340000000002,73.9670000000001
South America,1,0.9932126868407383,primary,2020-05-03,2020-11-15,29,28,196,32.11956995073892,29.352249999999998,821.8629999999999
South America,2,0.9986283141686876,primary,2020-11-29,2020-12-27,5,4,28,19.149799999999992,19.133499999999998,76.53399999999999
South America,3,0.9924267984618227,primary,2021-01-31,2021-08-15,29,28,196,58.308636453201956,52.67578571428571,1474.9219999999998
South America,4,0.9929968029099729,primary,2022-01-23,2022-03-06,7,6,42,22.236642857142865,21.51333333333332,129.07999999999993
