enrollment_date,t,calendar_week,dead0,alive0,h0,dead2,alive2,h2,dead3,alive3,h3,HR20,HR30,edge_sameweek0,edge_sameweek2,edge_sameweek3
2021-10-25,21,2022-03-21,725,4964316,0.00014605293971601917,310,1785394,0.00017364621811361166,43,74394,0.0005781707109192789,1.1889265525996533,3.9586379571917973,0,0,0
2021-10-25,22,2022-03-28,718,4962538,0.00014469449837510823,333,1768979,0.00018826189942890828,47,74351,0.000632336639414408,1.3010992231429233,4.370149843397147,0,0,0
2021-10-25,23,2022-04-04,654,4960606,0.0001318474224831808,300,1753113,0.0001711388093943148,61,74304,0.0008212889311636621,1.298006484852946,6.229085982082284,0,0,0
2021-10-25,24,2022-04-11,622,4958971,0.000125437114223496,288,1739238,0.0001656034697711092,49,74242,0.0006602216698204162,1.3202110937919642,5.26336781507963,0,0,0
2021-10-25,25,2022-04-18,587,4957638,0.00011841016913102199,296,1729597,0.00017115277797875378,50,74192,0.0006741542989966774,1.4454229669190963,5.693381775772309,0,0,0
2021-11-01,0,2021-11-01,961,5554926,0.00017301457047282488,1250,5138536,0.00024328954046994118,26,98694,0.00026347523991865205,1.4061794899993945,1.5228500073641813,1,24,0
2021-11-01,1,2021-11-08,1088,5483678,0.00019842666686058184,1174,4989487,0.0002353224168488886,33,98668,0.0003345108823253407,1.18594148947848,1.6858161638141818,2,16,0
2021-11-01,2,2021-11-15,1219,5417858,0.00022502198397276319,1141,4848458,0.00023536024820440307,40,98635,0.00040561781218293613,1.0459433520632866,1.802569709064659,3,17,0
2021-11-01,3,2021-11-22,1284,5345752,0.00024021956632779785,1146,4744447,0.00024157471416254593,44,98591,0.000446387816967074,1.0056412883241113,1.8582492000586825,4,9,0
2021-11-01,4,2021-11-29,1329,5258065,0.0002527865257891229,1064,4606578,0.00023100073354270662,32,98546,0.00032477418330736967,0.9138174308206988,1.2847764820277627,6,17,0
2021-11-01,5,2021-12-06,1314,5200944,0.0002526783631347791,1014,4324691,0.00023449511044081327,53,98514,0.0005381393707733732,0.9280379512183763,2.129740608167264,4,15,0
2021-11-01,6,2021-12-13,1243,5163117,0.00024077502944168646,852,3987165,0.00021370849790832038,34,98461,0.0003453740231804165,0.8875858032449276,1.4344262525116334,1,19,0
2021-11-01,7,2021-12-20,1095,5126010,0.00021363925775764303,767,3666532,0.00020921138431724976,45,98427,0.0004572961682056682,0.979274064669255,2.140506258098101,0,18,0
2021-11-01,8,2021-12-27,1032,5105508,0.0002021550677286636,659,3477363,0.0001895293795624486,43,98382,0.00043716736581079395,0.9375445379229302,2.162534784423848,2,8,0
2021-11-01,9,2022-01-03,928,5086213,0.00018247066510255092,544,3267297,0.0001665123472446494,58,98339,0.0005899705185872711,0.9125431046742076,3.2332348778128246,3,6,0
2021-11-01,10,2022-01-10,863,5053563,0.0001707851857996349,550,2867078,0.0001918513416119101,49,98281,0.0004986947531766927,1.1233488473466897,2.920011772928368,1,6,0
2021-11-01,11,2022-01-17,751,5023887,0.00014949702044051905,495,2501755,0.00019788067859691924,52,98232,0.0005294992283051689,1.3236429596645425,3.541871448306509,0,4,0
2021-11-01,12,2022-01-24,732,5003556,0.0001463066566141942,407,2274987,0.00017891812609236222,68,98180,0.0006928453805574592,1.2228980569500907,4.7355697723615515,2,2,0
2021-11-01,13,2022-01-31,873,4990332,0.00017495356410307747,469,2105068,0.00022282047579560044,59,98112,0.0006015344406909155,1.2735978082979846,3.4382519943206713,1,4,0
2021-11-01,14,2022-02-07,858,4981867,0.00017223942205468244,465,1995244,0.0002330813642453038,66,98053,0.0006733319985061163,1.3532405152364324,3.909279249046408,2,3,0
2021-11-01,15,2022-02-14,827,4977014,0.00016617769537719725,411,1931546,0.00021280556253605045,65,97987,0.0006635734181188326,1.2805904068714833,3.9931557397797897,0,0,0
2021-11-01,16,2022-02-21,797,4973379,0.00016026606211425482,357,1888575,0.00018904928126231614,65,97922,0.0006640140402013264,1.1795964708207627,4.143198076009043,0,0,0
2021-11-01,17,2022-02-28,773,4970451,0.00015553118104564466,340,1855353,0.00018327033017856418,42,97857,0.0004292898385565472,1.1783510479791106,2.760152888124478,0,0,0
2021-11-01,18,2022-03-07,761,4968112,0.00015318863378344728,357,1834300,0.00019464359429142067,61,97815,0.0006238207689172958,1.2706138143811345,4.0722392615574226,0,0,0
2021-11-01,19,2022-03-14,671,4966130,0.00013512439973527315,332,1816751,0.00018276050992604582,60,97754,0.0006139740686507332,1.3525352215003228,4.543769073931806,0,0,0
2021-11-01,20,2022-03-21,725,4964316,0.00014605293971601917,313,1799438,0.00017395832769315472,66,97694,0.0006758071544622212,1.1910635145817259,4.627138322420896,0,0,0
2021-11-01,21,2022-03-28,718,4962538,0.00014469449837510823,335,1782957,0.00018790777093183743,62,97628,0.0006352654496046732,1.2986518011535066,4.39039118099571,0,0,0
2021-11-01,22,2022-04-04,654,4960606,0.0001318474224831808,303,1766813,0.00017150993596833634,61,97566,0.0006254133314362743,1.3008213034290839,4.743462706038531,0,0,0
2021-11-01,23,2022-04-11,622,4958971,0.000125437114223496,288,1752711,0.00016433037975041017,51,97505,0.0005231869384160699,1.3100618646058502,4.170910193962914,0,0,0
2021-11-01,24,2022-04-18,587,4957638,0.00011841016913102199,298,1742934,0.00017099068486713042,65,97452,0.000667217573600632,1.4440540548331418,5.634799599537345,0,0,0
2021-11-01,25,2022-04-25,575,4956169,0.00011602375897098964,252,1731535,0.00014554619991285635,76,97386,0.0007807043170908526,1.2544516847557787,6.728831439481792,0,0,0
2021-11-08,0,2021-11-08,1088,5483678,0.00019842666686058184,1176,5007685,0.0002348666313846314,49,147799,0.00033158630514032277,1.1836444924494596,1.6710773324298256,2,16,0
2021-11-08,1,2021-11-15,1219,5417858,0.00022502198397276319,1145,4866652,0.00023530236307956842,60,147750,0.000406173847988651,1.045686109976035,1.8050407378765914,3,17,0
2021-11-08,2,2021-11-22,1284,5345752,0.00024021956632779785,1150,4762637,0.0002414920271068759,62,147690,0.00041988636595737433,1.0052970738334515,1.74792741647201,4,9,0
2021-11-08,3,2021-11-29,1329,5258065,0.0002527865257891229,1067,4624752,0.0002307416928360712,85,147623,0.0005759568665896065,0.9127926898625849,2.2784318301446,6,17,0
2021-11-08,4,2021-12-06,1314,5200944,0.0002526783631347791,1019,4342855,0.00023466580553671294,81,147535,0.0005491730338130791,0.9287134942042575,2.1734074378190793,4,15,0
2021-11-08,5,2021-12-13,1243,5163117,0.00024077502944168646,853,4005319,0.00021298948803864757,87,147453,0.0005901926437941997,0.8845995721920644,2.451220316171279,1,19,0
2021-11-08,6,2021-12-20,1095,5126010,0.00021363925775764303,773,3684684,0.0002098093334850523,79,147365,0.0005362276177102923,0.982072937751284,2.5099676124067067,0,18,0
